image,camera,participant_id,file_id,annotation_id,chunk_id,activity,obj_class,split,src_split,frame
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch5.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,5,eating,food,test,val,38589
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann30__ch10.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,30,10,eating,food,train,train,15727
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch4.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,4,eating,food,test,val,34683
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann64__ch4.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,64,4,eating,food,train,train,24609
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann76__ch0.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,76,0,eating,food,train,test,27718
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann85__ch0.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,85,0,eating,food,train,train,42119
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch26.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,26,eating,food,val,train,31382
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann125__ch5.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,125,5,eating,food,train,test,46780
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann70__ch0.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,70,0,eating,food,train,test,26340
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch6.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,6,eating,food,train,train,29447
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch5.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,5,eating,food,train,train,32502
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann9__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,9,2,eating,food,train,train,11455
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann99__ch10.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,99,10,eating,food,train,train,40128
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann99__ch1.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,99,1,eating,food,train,train,39328
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch21.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,21,eating,food,train,train,30790
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann26__ch6.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,26,6,eating,food,train,train,17088
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann9__ch3.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,9,3,eating,food,train,train,11546
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann76__ch10.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,76,10,eating,food,train,test,28617
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann78__ch9.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,78,9,eating,food,train,train,30416
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann99__ch5.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,99,5,eating,food,train,train,39688
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann78__ch6.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,78,6,eating,food,train,train,30186
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann36__ch1.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,36,1,eating,food,test,train,12562
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann48__ch4.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,48,4,eating,food,train,test,21633
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann85__ch3.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,85,3,eating,food,train,test,31547
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann108__ch2.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,108,2,eating,food,train,test,35694
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann34__ch3.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,34,3,eating,food,train,test,18513
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann51__ch4.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,51,4,eating,food,train,test,24432
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch7.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,7,eating,food,test,val,38769
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann24__ch1.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,24,1,eating,food,train,train,16210
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann50__ch8.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,8,eating,food,train,train,15874
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch27.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,27,eating,food,train,train,31327
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann77__ch6.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,77,6,eating,food,train,test,19303
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann38__ch7.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,38,7,eating,food,train,train,20471
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann38__ch6.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,38,6,eating,food,train,train,20380
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann28__ch4.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,28,4,eating,food,test,train,10762
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann30__ch1.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,30,1,eating,food,train,train,14922
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann101__ch1.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,101,1,eating,food,train,train,35056
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann127__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,127,1,eating,food,train,test,47803
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch17.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,17,eating,food,test,val,36042
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,1,eating,food,train,test,21026
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann26__ch2.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,26,2,eating,food,train,train,16729
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann53__ch0.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,53,0,eating,food,train,train,26656
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann90__ch0.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,90,0,preparing_food,food,train,train,33100
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch6.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,6,eating,food,test,val,30989
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann66__ch0.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,66,0,preparing_food,food,train,test,25933
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann88__ch1.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,88,1,eating,food,test,val,33188
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann30__ch11.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,30,11,eating,food,train,train,15801
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann85__ch5.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,85,5,eating,food,train,train,33690
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch25.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,25,eating,food,train,test,23177
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann51__ch3.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,51,3,eating,food,train,test,24342
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch40.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,40,eating,food,test,val,37909
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch14.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,14,eating,food,train,train,30166
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch0.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,0,eating,food,val,train,37188
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch13.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,13,eating,food,train,train,10336
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann36__ch0.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,36,0,eating,food,test,train,12472
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann105__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,105,2,eating,food,train,test,41154
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann102__ch1.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,102,1,preparing_food,food,train,train,27206
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann50__ch0.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,0,eating,food,train,train,15157
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch12.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,12,eating,food,train,train,10246
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch34.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,34,eating,food,val,train,32057
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann83__ch0.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,83,0,eating,food,train,train,32856
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann70__ch1.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,70,1,eating,food,train,test,26430
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann39__ch11.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,39,11,eating,food,train,test,22661
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann65__ch3.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,65,3,eating,food,train,train,29697
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch24.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,24,eating,food,train,train,31058
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch0.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,0,eating,food,val,train,29051
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann53__ch1.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,53,1,eating,food,train,train,26733
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann85__ch4.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,85,4,eating,food,train,train,33600
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann78__ch5.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,78,5,eating,food,test,val,30900
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann26__ch1.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,26,1,eating,food,test,train,10192
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch10.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,10,eating,food,test,val,35410
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann50__ch6.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,6,eating,food,train,train,15695
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch27.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,27,eating,food,val,train,31472
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann110__ch2.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,110,2,eating,food,train,train,28696
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann86__ch1.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,86,1,eating,food,test,train,21944
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch19.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,19,eating,food,val,train,26144
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann63__ch1.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,63,1,eating,food,train,test,16614
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann125__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,125,1,eating,food,train,test,46417
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann39__ch15.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,39,15,eating,food,train,test,23011
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch39.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,39,eating,food,test,val,37821
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann36__ch5.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,36,5,eating,food,test,train,12912
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,1,eating,food,train,train,18484
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann113__ch0.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,113,0,eating,food,train,test,43640
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann53__ch8.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,53,8,eating,food,train,test,25735
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch1.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,1,eating,food,val,train,24565
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch26.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,26,eating,food,test,val,40483
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch15.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,15,eating,food,train,train,19739
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch15.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,15,eating,food,val,train,30392
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann24__ch0.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,24,0,eating,food,train,train,16121
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann70__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,70,0,eating,food,train,test,17229
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch16.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,16,eating,food,train,train,10607
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch18.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,18,eating,food,test,val,39760
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann119__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,119,2,eating,food,train,test,44170
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann16__ch2.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,16,2,eating,food,val,train,7598
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann65__ch4.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,65,4,eating,food,train,train,29966
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann53__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,53,2,eating,food,train,test,25203
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch4.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,4,eating,food,train,train,18753
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann70__ch6.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,70,6,eating,food,train,test,26883
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann78__ch10.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,78,10,eating,food,train,train,40611
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch6.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,6,eating,food,train,train,32592
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann65__ch0.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,65,0,eating,food,train,train,29427
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann20__ch1.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,20,1,eating,food,train,val,11001
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch9.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,9,eating,food,test,val,38948
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch20.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,20,eating,food,val,train,38995
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch8.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,8,eating,food,train,train,30928
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann42__ch16.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,42,16,eating,food,train,train,19829
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch10.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,10,eating,food,test,val,35222
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch17.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,17,eating,food,train,train,10696
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann11__ch2.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,11,2,eating,food,val,train,9028
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch14.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,14,eating,food,val,train,38451
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann34__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,34,1,eating,food,train,test,18332
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann53__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,53,1,eating,food,train,test,25114
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch14.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,14,eating,food,val,train,30301
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann21__ch0.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,21,0,eating,food,train,train,11838
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann78__ch5.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,78,5,eating,food,train,train,30096
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann121__ch7.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,121,7,eating,food,train,test,45294
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann11__ch1.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,11,1,eating,food,train,train,11845
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann101__ch4.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,101,4,eating,food,train,train,48068
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann111__ch3.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,111,3,eating,food,train,test,43494
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann25__ch0.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,25,0,preparing_food,food,val,train,9414
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch16.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,16,eating,food,val,train,30483
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann49__ch0.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,49,0,preparing_food,food,train,train,14958
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann48__ch6.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,48,6,eating,food,train,test,21814
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann90__ch25.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,90,25,eating,food,test,val,40392
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann125__ch11.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,125,11,eating,food,train,test,47314
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann83__ch1.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,83,1,eating,food,train,train,32944
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch26.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,26,eating,food,train,train,31237
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann105__ch14.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,105,14,eating,food,train,test,42235
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann101__ch5.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,101,5,eating,food,train,train,48120
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch21.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,21,eating,food,val,train,39083
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch17.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,17,eating,food,train,test,22456
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann11__ch0.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,11,0,eating,food,train,train,11755
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch4.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,4,eating,food,train,train,9529
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann76__ch4.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,76,4,eating,food,train,test,28076
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann50__ch7.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,50,7,eating,food,train,train,23221
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch12.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,12,eating,food,test,val,35403
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann74__ch0.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,74,0,eating,food,train,test,29739
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch0.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,0,eating,food,train,train,28909
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch11.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,11,eating,food,val,train,38179
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann38__ch10.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,38,10,eating,food,train,train,20703
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann75__ch0.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,75,0,eating,food,test,train,19375
