image,camera,participant_id,file_id,annotation_id,chunk_id,activity,group,src_split,frame
steering_wheel__run2_2018-05-30-10-42-33.ids_4__vp14__ann37__ch6.jpg,steering_wheel,14,vp14/run2_2018-05-30-10-42-33.ids_4,37,6,talking_on_phone,phone,val,17652
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann101__ch8.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,101,8,talking_on_phone,phone,val,32193
steering_wheel__run2b_2018-05-23-13-54-07.ids_4__vp7__ann80__ch0.jpg,steering_wheel,7,vp7/run2b_2018-05-23-13-54-07.ids_4,80,0,interacting_with_phone,phone,train,24100
steering_wheel__run1_2018-05-22-15-10-41.ids_4__vp5__ann17__ch0.jpg,steering_wheel,5,vp5/run1_2018-05-22-15-10-41.ids_4,17,0,interacting_with_phone,phone,test,13244
steering_wheel__run2_2018-05-29-14-33-44.ids_4__vp1__ann67__ch15.jpg,steering_wheel,1,vp1/run2_2018-05-29-14-33-44.ids_4,67,15,talking_on_phone,phone,train,28350
steering_wheel__run1b_2018-05-23-16-19-17.ids_4__vp9__ann101__ch13.jpg,steering_wheel,9,vp9/run1b_2018-05-23-16-19-17.ids_4,101,13,interacting_with_phone,phone,train,27763
steering_wheel__run2b_2018-05-23-13-54-07.ids_4__vp7__ann44__ch0.jpg,steering_wheel,7,vp7/run2b_2018-05-23-13-54-07.ids_4,44,0,interacting_with_phone,phone,train,17445
steering_wheel__run2_2018-05-24-14-35-56.ids_4__vp11__ann56__ch1.jpg,steering_wheel,11,vp11/run2_2018-05-24-14-35-56.ids_4,56,1,talking_on_phone,phone,test,14179
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann38__ch6.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,38,6,talking_on_phone,phone,train,12457
steering_wheel__run2b_2018-05-22-15-50-07.ids_4__vp5__ann35__ch5.jpg,steering_wheel,5,vp5/run2b_2018-05-22-15-50-07.ids_4,35,5,talking_on_phone,phone,test,12168
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann34__ch0.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,34,0,interacting_with_phone,phone,train,11386
steering_wheel__run2_2018-05-24-14-08-46.ids_4__vp10__ann115__ch4.jpg,steering_wheel,10,vp10/run2_2018-05-24-14-08-46.ids_4,115,4,interacting_with_phone,phone,train,38746
steering_wheel__run2_2018-05-29-14-33-44.ids_4__vp1__ann67__ch5.jpg,steering_wheel,1,vp1/run2_2018-05-29-14-33-44.ids_4,67,5,talking_on_phone,phone,train,27441
steering_wheel__run2_2018-05-29-14-33-44.ids_4__vp1__ann92__ch8.jpg,steering_wheel,1,vp1/run2_2018-05-29-14-33-44.ids_4,92,8,interacting_with_phone,phone,train,41177
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann101__ch1.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,101,1,talking_on_phone,phone,val,31561
steering_wheel__run1b_2018-05-23-16-19-17.ids_4__vp9__ann101__ch10.jpg,steering_wheel,9,vp9/run1b_2018-05-23-16-19-17.ids_4,101,10,interacting_with_phone,phone,train,27493
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann102__ch1.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,102,1,interacting_with_phone,phone,train,33058
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann108__ch6.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,108,6,talking_on_phone,phone,train,34187
steering_wheel__run2_2018-05-30-10-42-33.ids_4__vp14__ann60__ch3.jpg,steering_wheel,14,vp14/run2_2018-05-30-10-42-33.ids_4,60,3,interacting_with_phone,phone,val,26310
steering_wheel__run2_2018-05-24-14-08-46.ids_4__vp10__ann115__ch2.jpg,steering_wheel,10,vp10/run2_2018-05-24-14-08-46.ids_4,115,2,interacting_with_phone,phone,train,38565
steering_wheel__run1_2018-05-24-13-44-01.ids_4__vp11__ann103__ch1.jpg,steering_wheel,11,vp11/run1_2018-05-24-13-44-01.ids_4,103,1,interacting_with_phone,phone,test,34853
steering_wheel__run2_2018-05-30-10-42-33.ids_4__vp14__ann108__ch5.jpg,steering_wheel,14,vp14/run2_2018-05-30-10-42-33.ids_4,108,5,interacting_with_phone,phone,val,42514
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann101__ch4.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,101,4,talking_on_phone,phone,val,31833
steering_wheel__run1b_2018-05-23-16-19-17.ids_4__vp9__ann101__ch2.jpg,steering_wheel,9,vp9/run1b_2018-05-23-16-19-17.ids_4,101,2,interacting_with_phone,phone,train,26768
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann101__ch3.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,101,3,talking_on_phone,phone,val,31742
steering_wheel__run2_2018-05-24-16-21-35.ids_4__vp12__ann54__ch3.jpg,steering_wheel,12,vp12/run2_2018-05-24-16-21-35.ids_4,54,3,talking_on_phone,phone,train,21540
steering_wheel__run2_2018-05-22-14-25-04.ids_4__vp4__ann54__ch7.jpg,steering_wheel,4,vp4/run2_2018-05-22-14-25-04.ids_4,54,7,interacting_with_phone,phone,train,29895
steering_wheel__run2_2018-05-24-17-22-26.ids_4__vp2__ann82__ch1.jpg,steering_wheel,2,vp2/run2_2018-05-24-17-22-26.ids_4,82,1,talking_on_phone,phone,train,38068
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann108__ch2.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,108,2,talking_on_phone,phone,train,33816
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann101__ch12.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,101,12,talking_on_phone,phone,val,32539
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann34__ch1.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,34,1,interacting_with_phone,phone,train,11476
steering_wheel__run1d_2018-05-23-14-54-38.ids_4__vp8__ann31__ch3.jpg,steering_wheel,8,vp8/run1d_2018-05-23-14-54-38.ids_4,31,3,talking_on_phone,phone,train,19385
steering_wheel__run1_2018-05-29-15-21-10.ids_4__vp13__ann71__ch0.jpg,steering_wheel,13,vp13/run1_2018-05-29-15-21-10.ids_4,71,0,interacting_with_phone,phone,test,32957
steering_wheel__run1_2018-05-24-13-44-01.ids_4__vp11__ann32__ch12.jpg,steering_wheel,11,vp11/run1_2018-05-24-13-44-01.ids_4,32,12,talking_on_phone,phone,test,18056
steering_wheel__run1b_2018-05-29-14-02-47.ids_4__vp1__ann20__ch12.jpg,steering_wheel,1,vp1/run1b_2018-05-29-14-02-47.ids_4,20,12,interacting_with_phone,phone,train,9251
steering_wheel__run2_2018-05-24-14-08-46.ids_4__vp10__ann18__ch3.jpg,steering_wheel,10,vp10/run2_2018-05-24-14-08-46.ids_4,18,3,talking_on_phone,phone,train,9383
steering_wheel__run1b_2018-05-08-08-46-01.ids_4__vp3__ann34__ch8.jpg,steering_wheel,3,vp3/run1b_2018-05-08-08-46-01.ids_4,34,8,interacting_with_phone,phone,train,19300
steering_wheel__run1_2018-05-24-15-44-28.ids_4__vp12__ann24__ch1.jpg,steering_wheel,12,vp12/run1_2018-05-24-15-44-28.ids_4,24,1,interacting_with_phone,phone,train,12894
steering_wheel__run1_2018-05-24-13-14-41.ids_4__vp10__ann72__ch7.jpg,steering_wheel,10,vp10/run1_2018-05-24-13-14-41.ids_4,72,7,interacting_with_phone,phone,train,25198
steering_wheel__run1_2018-05-22-13-28-51.ids_4__vp4__ann80__ch0.jpg,steering_wheel,4,vp4/run1_2018-05-22-13-28-51.ids_4,80,0,interacting_with_phone,phone,train,40520
steering_wheel__run1_2018-05-30-10-11-09.ids_4__vp14__ann98__ch6.jpg,steering_wheel,14,vp14/run1_2018-05-30-10-11-09.ids_4,98,6,interacting_with_phone,phone,val,45295
steering_wheel__run1b_2018-05-29-14-02-47.ids_4__vp1__ann88__ch1.jpg,steering_wheel,1,vp1/run1b_2018-05-29-14-02-47.ids_4,88,1,interacting_with_phone,phone,train,25253
steering_wheel__run2_2018-05-24-17-22-26.ids_4__vp2__ann79__ch1.jpg,steering_wheel,2,vp2/run2_2018-05-24-17-22-26.ids_4,79,1,interacting_with_phone,phone,train,37633
steering_wheel__run2b_2018-05-22-15-50-07.ids_4__vp5__ann35__ch4.jpg,steering_wheel,5,vp5/run2b_2018-05-22-15-50-07.ids_4,35,4,talking_on_phone,phone,test,12078
steering_wheel__run2_2018-05-22-14-25-04.ids_4__vp4__ann95__ch6.jpg,steering_wheel,4,vp4/run2_2018-05-22-14-25-04.ids_4,95,6,talking_on_phone,phone,train,46267
steering_wheel__run1_2018-05-24-13-14-41.ids_4__vp10__ann72__ch5.jpg,steering_wheel,10,vp10/run1_2018-05-24-13-14-41.ids_4,72,5,interacting_with_phone,phone,train,25018
steering_wheel__run1d_2018-05-23-14-54-38.ids_4__vp8__ann23__ch6.jpg,steering_wheel,8,vp8/run1d_2018-05-23-14-54-38.ids_4,23,6,interacting_with_phone,phone,train,16371
steering_wheel__run2_2018-05-24-17-22-26.ids_4__vp2__ann62__ch3.jpg,steering_wheel,2,vp2/run2_2018-05-24-17-22-26.ids_4,62,3,interacting_with_phone,phone,train,26970
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann36__ch1.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,36,1,interacting_with_phone,phone,train,15098
steering_wheel__run1_2018-05-24-13-44-01.ids_4__vp11__ann32__ch6.jpg,steering_wheel,11,vp11/run1_2018-05-24-13-44-01.ids_4,32,6,talking_on_phone,phone,test,17515
steering_wheel__run1_2018-05-03-14-08-31.ids_4__vp2__ann59__ch6.jpg,steering_wheel,2,vp2/run1_2018-05-03-14-08-31.ids_4,59,6,interacting_with_phone,phone,train,35858
steering_wheel__run2_2018-05-24-14-35-56.ids_4__vp11__ann99__ch8.jpg,steering_wheel,11,vp11/run2_2018-05-24-14-35-56.ids_4,99,8,interacting_with_phone,phone,test,25341
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann107__ch1.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,107,1,interacting_with_phone,phone,train,33540
steering_wheel__run2b_2018-05-23-13-54-07.ids_4__vp7__ann69__ch1.jpg,steering_wheel,7,vp7/run2b_2018-05-23-13-54-07.ids_4,69,1,interacting_with_phone,phone,train,22442
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann38__ch2.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,38,2,interacting_with_phone,phone,train,15596
steering_wheel__run2b_2018-05-22-15-50-07.ids_4__vp5__ann34__ch1.jpg,steering_wheel,5,vp5/run2b_2018-05-22-15-50-07.ids_4,34,1,interacting_with_phone,phone,test,11665
steering_wheel__run1_2018-05-24-13-44-01.ids_4__vp11__ann31__ch0.jpg,steering_wheel,11,vp11/run1_2018-05-24-13-44-01.ids_4,31,0,interacting_with_phone,phone,test,16211
steering_wheel__run2_2018-05-30-10-42-33.ids_4__vp14__ann60__ch7.jpg,steering_wheel,14,vp14/run2_2018-05-30-10-42-33.ids_4,60,7,interacting_with_phone,phone,val,26671
steering_wheel__run2_2018-05-24-14-08-46.ids_4__vp10__ann115__ch10.jpg,steering_wheel,10,vp10/run2_2018-05-24-14-08-46.ids_4,115,10,interacting_with_phone,phone,train,39289
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann108__ch8.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,108,8,talking_on_phone,phone,train,34345
steering_wheel__run2_2018-05-23-11-05-00.ids_4__vp6__ann74__ch1.jpg,steering_wheel,6,vp6/run2_2018-05-23-11-05-00.ids_4,74,1,interacting_with_phone,phone,train,32570
steering_wheel__run2_2018-05-30-13-34-33.ids_4__vp15__ann14__ch18.jpg,steering_wheel,15,vp15/run2_2018-05-30-13-34-33.ids_4,14,18,talking_on_phone,phone,val,9574
steering_wheel__run1_2018-05-22-15-10-41.ids_4__vp5__ann17__ch3.jpg,steering_wheel,5,vp5/run1_2018-05-22-15-10-41.ids_4,17,3,interacting_with_phone,phone,test,13515
steering_wheel__run1_2018-05-22-15-10-41.ids_4__vp5__ann81__ch4.jpg,steering_wheel,5,vp5/run1_2018-05-22-15-10-41.ids_4,81,4,talking_on_phone,phone,test,32997
steering_wheel__run1_2018-05-30-10-11-09.ids_4__vp14__ann98__ch10.jpg,steering_wheel,14,vp14/run1_2018-05-30-10-11-09.ids_4,98,10,interacting_with_phone,phone,val,45658
steering_wheel__run1_2018-05-29-15-21-10.ids_4__vp13__ann72__ch11.jpg,steering_wheel,13,vp13/run1_2018-05-29-15-21-10.ids_4,72,11,talking_on_phone,phone,test,34034
steering_wheel__run1_2018-05-30-13-05-35.ids_4__vp15__ann41__ch1.jpg,steering_wheel,15,vp15/run1_2018-05-30-13-05-35.ids_4,41,1,interacting_with_phone,phone,val,13116
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann119__ch7.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,119,7,interacting_with_phone,phone,train,37118
steering_wheel__run1_2018-05-03-14-08-31.ids_4__vp2__ann66__ch4.jpg,steering_wheel,2,vp2/run1_2018-05-03-14-08-31.ids_4,66,4,interacting_with_phone,phone,train,39343
steering_wheel__run2_2018-05-24-16-21-35.ids_4__vp12__ann114__ch1.jpg,steering_wheel,12,vp12/run2_2018-05-24-16-21-35.ids_4,114,1,interacting_with_phone,phone,train,44755
steering_wheel__run1_2018-05-22-13-28-51.ids_4__vp4__ann62__ch4.jpg,steering_wheel,4,vp4/run1_2018-05-22-13-28-51.ids_4,62,4,talking_on_phone,phone,train,34933
steering_wheel__run1b_2018-05-29-14-02-47.ids_4__vp1__ann90__ch0.jpg,steering_wheel,1,vp1/run1b_2018-05-29-14-02-47.ids_4,90,0,talking_on_phone,phone,train,25754
steering_wheel__run2_2018-05-30-11-34-54.ids_4__vp13__ann33__ch11.jpg,steering_wheel,13,vp13/run2_2018-05-30-11-34-54.ids_4,33,11,interacting_with_phone,phone,test,16979
steering_wheel__run1b_2018-05-23-16-19-17.ids_4__vp9__ann101__ch0.jpg,steering_wheel,9,vp9/run1b_2018-05-23-16-19-17.ids_4,101,0,interacting_with_phone,phone,train,26586
steering_wheel__run1_2018-05-29-15-21-10.ids_4__vp13__ann72__ch2.jpg,steering_wheel,13,vp13/run1_2018-05-29-15-21-10.ids_4,72,2,talking_on_phone,phone,test,33224
steering_wheel__run2_2018-05-24-14-35-56.ids_4__vp11__ann56__ch8.jpg,steering_wheel,11,vp11/run2_2018-05-24-14-35-56.ids_4,56,8,talking_on_phone,phone,test,14812
steering_wheel__run2_2018-05-22-14-25-04.ids_4__vp4__ann95__ch5.jpg,steering_wheel,4,vp4/run2_2018-05-22-14-25-04.ids_4,95,5,talking_on_phone,phone,train,46197
steering_wheel__run1b_2018-05-08-08-46-01.ids_4__vp3__ann34__ch1.jpg,steering_wheel,3,vp3/run1b_2018-05-08-08-46-01.ids_4,34,1,interacting_with_phone,phone,train,18688
steering_wheel__run1b_2018-05-23-16-19-17.ids_4__vp9__ann101__ch3.jpg,steering_wheel,9,vp9/run1b_2018-05-23-16-19-17.ids_4,101,3,interacting_with_phone,phone,train,26859
steering_wheel__run2_2018-05-24-14-08-46.ids_4__vp10__ann20__ch7.jpg,steering_wheel,10,vp10/run2_2018-05-24-14-08-46.ids_4,20,7,talking_on_phone,phone,train,10653
steering_wheel__run1b_2018-05-08-08-46-01.ids_4__vp3__ann45__ch10.jpg,steering_wheel,3,vp3/run1b_2018-05-08-08-46-01.ids_4,45,10,talking_on_phone,phone,train,22577
steering_wheel__run1b_2018-05-08-08-46-01.ids_4__vp3__ann45__ch13.jpg,steering_wheel,3,vp3/run1b_2018-05-08-08-46-01.ids_4,45,13,talking_on_phone,phone,train,22847
steering_wheel__run2b_2018-05-23-13-54-07.ids_4__vp7__ann44__ch1.jpg,steering_wheel,7,vp7/run2b_2018-05-23-13-54-07.ids_4,44,1,interacting_with_phone,phone,train,17538
steering_wheel__run2_2018-05-24-17-22-26.ids_4__vp2__ann82__ch12.jpg,steering_wheel,2,vp2/run2_2018-05-24-17-22-26.ids_4,82,12,talking_on_phone,phone,train,39067
steering_wheel__run2_2018-05-30-10-42-33.ids_4__vp14__ann37__ch4.jpg,steering_wheel,14,vp14/run2_2018-05-30-10-42-33.ids_4,37,4,talking_on_phone,phone,val,17472
steering_wheel__run2b_2018-05-22-15-50-07.ids_4__vp5__ann35__ch7.jpg,steering_wheel,5,vp5/run2b_2018-05-22-15-50-07.ids_4,35,7,talking_on_phone,phone,test,12347
steering_wheel__run2b_2018-05-23-13-54-07.ids_4__vp7__ann82__ch0.jpg,steering_wheel,7,vp7/run2b_2018-05-23-13-54-07.ids_4,82,0,interacting_with_phone,phone,train,24168
steering_wheel__run2_2018-05-22-14-25-04.ids_4__vp4__ann96__ch2.jpg,steering_wheel,4,vp4/run2_2018-05-22-14-25-04.ids_4,96,2,interacting_with_phone,phone,train,46519
steering_wheel__run2b_2018-05-22-15-50-07.ids_4__vp5__ann45__ch18.jpg,steering_wheel,5,vp5/run2b_2018-05-22-15-50-07.ids_4,45,18,sitting_still,safe,test,17770
steering_wheel__run1_2018-05-24-13-14-41.ids_4__vp10__ann53__ch1.jpg,steering_wheel,10,vp10/run1_2018-05-24-13-14-41.ids_4,53,1,sitting_still,safe,train,17857
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann19__ch11.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,19,11,sitting_still,safe,train,10179
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann85__ch3.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,85,3,taking_off_sunglasses,safe,train,37942
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann43__ch0.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,43,0,sitting_still,safe,train,13133
inner_mirror__run2_2018-05-23-15-30-27.ids_1__vp8__ann83__ch3.jpg,inner_mirror,8,vp8/run2_2018-05-23-15-30-27.ids_1,83,3,sitting_still,safe,train,26042
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann126__ch0.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,126,0,sitting_still,safe,train,56143
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann54__ch4.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,54,4,sitting_still,safe,train,24251
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann93__ch7.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,93,7,sitting_still,safe,test,32936
steering_wheel__run1d_2018-05-23-14-54-38.ids_4__vp8__ann75__ch7.jpg,steering_wheel,8,vp8/run1d_2018-05-23-14-54-38.ids_4,75,7,sitting_still,safe,train,36612
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann19__ch2.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,19,2,sitting_still,safe,train,9491
inner_mirror__run2_2018-05-24-14-35-56.ids_1__vp11__ann22__ch4.jpg,inner_mirror,11,vp11/run2_2018-05-24-14-35-56.ids_1,22,4,sitting_still,safe,test,8568
inner_mirror__run1_2018-05-22-13-28-51.ids_1__vp4__ann105__ch1.jpg,inner_mirror,4,vp4/run1_2018-05-22-13-28-51.ids_1,105,1,sitting_still,safe,train,46924
steering_wheel__run1b_2018-05-29-14-02-47.ids_4__vp1__ann132__ch5.jpg,steering_wheel,1,vp1/run1b_2018-05-29-14-02-47.ids_4,132,5,sitting_still,safe,train,34747
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann41__ch0.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,41,0,sitting_still,safe,train,12952
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann83__ch1.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,83,1,sitting_still,safe,train,35066
inner_mirror__run2_2018-05-29-14-33-44.ids_1__vp1__ann21__ch0.jpg,inner_mirror,1,vp1/run2_2018-05-29-14-33-44.ids_1,21,0,unfastening_seat_belt,safe,train,14399
a_column_driver__run2_2018-05-30-11-34-54.ids_5__vp13__ann74__ch41.jpg,a_column_driver,13,vp13/run2_2018-05-30-11-34-54.ids_5,74,41,sitting_still,safe,test,34597
steering_wheel__run1_2018-05-22-15-10-41.ids_4__vp5__ann136__ch0.jpg,steering_wheel,5,vp5/run1_2018-05-22-15-10-41.ids_4,136,0,sitting_still,safe,test,50256
steering_wheel__run1_2018-05-30-10-11-09.ids_4__vp14__ann93__ch5.jpg,steering_wheel,14,vp14/run1_2018-05-30-10-11-09.ids_4,93,5,sitting_still,safe,val,42167
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann106__ch1.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,106,1,unfastening_seat_belt,safe,val,48161
steering_wheel__run2_2018-05-29-14-33-44.ids_4__vp1__ann81__ch23.jpg,steering_wheel,1,vp1/run2_2018-05-29-14-33-44.ids_4,81,23,sitting_still,safe,train,35140
inner_mirror__run2_2018-05-29-14-33-44.ids_1__vp1__ann81__ch36.jpg,inner_mirror,1,vp1/run2_2018-05-29-14-33-44.ids_1,81,36,sitting_still,safe,train,36137
a_column_driver__run2_2018-05-24-17-22-26.ids_5__vp2__ann75__ch8.jpg,a_column_driver,2,vp2/run2_2018-05-24-17-22-26.ids_5,75,8,sitting_still,safe,train,36514
a_column_driver__run1_2018-05-03-14-08-31.ids_5__vp2__ann82__ch22.jpg,a_column_driver,2,vp2/run1_2018-05-03-14-08-31.ids_5,82,22,sitting_still,safe,train,43305
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann30__ch4.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,30,4,sitting_still,safe,train,17160
a_column_driver__run2_2018-05-23-15-30-27.ids_5__vp8__ann74__ch6.jpg,a_column_driver,8,vp8/run2_2018-05-23-15-30-27.ids_5,74,6,sitting_still,safe,train,23072
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann64__ch0.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,64,0,sitting_still,safe,train,30742
steering_wheel__run2_2018-05-30-11-34-54.ids_4__vp13__ann61__ch1.jpg,steering_wheel,13,vp13/run2_2018-05-30-11-34-54.ids_4,61,1,taking_off_sunglasses,safe,test,25489
inner_mirror__run1_2018-05-22-15-10-41.ids_1__vp5__ann102__ch5.jpg,inner_mirror,5,vp5/run1_2018-05-22-15-10-41.ids_1,102,5,sitting_still,safe,test,40893
inner_mirror__run2_2018-05-23-15-30-27.ids_1__vp8__ann104__ch0.jpg,inner_mirror,8,vp8/run2_2018-05-23-15-30-27.ids_1,104,0,sitting_still,safe,train,30465
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann100__ch0.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,100,0,unfastening_seat_belt,safe,train,29782
steering_wheel__run1_2018-05-23-10-21-45.ids_4__vp6__ann71__ch2.jpg,steering_wheel,6,vp6/run1_2018-05-23-10-21-45.ids_4,71,2,sitting_still,safe,train,34533
a_column_driver__run2_2018-05-29-14-33-44.ids_5__vp1__ann15__ch1.jpg,a_column_driver,1,vp1/run2_2018-05-29-14-33-44.ids_5,15,1,sitting_still,safe,train,9843
inner_mirror__run2_2018-05-29-14-33-44.ids_1__vp1__ann15__ch4.jpg,inner_mirror,1,vp1/run2_2018-05-29-14-33-44.ids_1,15,4,sitting_still,safe,train,10104
steering_wheel__run2_2018-05-30-11-34-54.ids_4__vp13__ann74__ch46.jpg,steering_wheel,13,vp13/run2_2018-05-30-11-34-54.ids_4,74,46,sitting_still,safe,test,35165
inner_mirror__run1_2018-05-24-15-44-28.ids_1__vp12__ann17__ch0.jpg,inner_mirror,12,vp12/run1_2018-05-24-15-44-28.ids_1,17,0,sitting_still,safe,train,9769
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann139__ch7.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,139,7,sitting_still,safe,train,36885
a_column_driver__run1_2018-05-22-13-28-51.ids_5__vp4__ann118__ch1.jpg,a_column_driver,4,vp4/run1_2018-05-22-13-28-51.ids_5,118,1,sitting_still,safe,train,54026
steering_wheel__run1d_2018-05-23-14-54-38.ids_4__vp8__ann29__ch0.jpg,steering_wheel,8,vp8/run1d_2018-05-23-14-54-38.ids_4,29,0,sitting_still,safe,train,17588
steering_wheel__run2_2018-05-23-11-05-00.ids_4__vp6__ann45__ch10.jpg,steering_wheel,6,vp6/run2_2018-05-23-11-05-00.ids_4,45,10,sitting_still,safe,train,24009
steering_wheel__run2_2018-05-24-14-35-56.ids_4__vp11__ann52__ch0.jpg,steering_wheel,11,vp11/run2_2018-05-24-14-35-56.ids_4,52,0,sitting_still,safe,test,13527
inner_mirror__run2_2018-05-30-10-42-33.ids_1__vp14__ann106__ch3.jpg,inner_mirror,14,vp14/run2_2018-05-30-10-42-33.ids_1,106,3,sitting_still,safe,val,41353
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann17__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,17,1,sitting_still,safe,train,9844
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann47__ch3.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,47,3,sitting_still,safe,val,13950
a_column_driver__run1_2018-05-23-10-21-45.ids_5__vp6__ann13__ch18.jpg,a_column_driver,6,vp6/run1_2018-05-23-10-21-45.ids_5,13,18,sitting_still,safe,train,12735
steering_wheel__run1_2018-05-23-13-16-52.ids_4__vp7__ann34__ch6.jpg,steering_wheel,7,vp7/run1_2018-05-23-13-16-52.ids_4,34,6,sitting_still,safe,train,14164
steering_wheel__run1_2018-05-24-15-44-28.ids_4__vp12__ann17__ch2.jpg,steering_wheel,12,vp12/run1_2018-05-24-15-44-28.ids_4,17,2,sitting_still,safe,train,9991
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann93__ch9.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,93,9,sitting_still,safe,val,42385
a_column_driver__run2_2018-05-22-14-25-04.ids_5__vp4__ann24__ch0.jpg,a_column_driver,4,vp4/run2_2018-05-22-14-25-04.ids_5,24,0,sitting_still,safe,train,18246
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann39__ch1.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,39,1,fastening_seat_belt,safe,test,11861
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann71__ch1.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,71,1,sitting_still,safe,test,28887
steering_wheel__run2_2018-05-23-15-30-27.ids_4__vp8__ann66__ch0.jpg,steering_wheel,8,vp8/run2_2018-05-23-15-30-27.ids_4,66,0,sitting_still,safe,train,20394
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann69__ch4.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,69,4,sitting_still,safe,train,33882
